23/08/2024 10:12:47 AM INFO:	 templates.py: log_template_call()-Line: 52	 id_thread: 2092-thread_name: AnyIO worker thread	 message: API called with 1
23/08/2024 10:54:01 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:01 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:02 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:02 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:02 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:03 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:03 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:04 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:04 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:04 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:05 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:05 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:05 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:06 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:06 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:06 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:07 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:07 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:07 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:08 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:08 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:09 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:09 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:09 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:10 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:10 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:10 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:11 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:11 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:11 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:12 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:12 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:12 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:13 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:13 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:14 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
23/08/2024 10:54:14 AM DEBUG:	 main.py: _log_changes()-Line: 294	 id_thread: 34308-thread_name: MainThread	 message: 1 change detected: {(<Change.modified: 2>, 'D:\\Venv_Python\\.FastAPI\\service\\log\\23-08-24\\log.txt')}
